C00143867|30067|2017|25|25|1
C00143867|30067|2017|25|50|2
C00143867|30329|2017|15|15|1
C00143867|30329|2017|15|30|2
C00143867|63368|2017|10|10|1
C00143867|63368|2017|10|20|2
C00143867|43227|2017|20|20|1
C00143867|43227|2017|20|40|2
C00143867|30064|2017|20|20|1
C00143867|30064|2017|20|40|2
C00143867|30022|2017|15|35|2
C00143867|30022|2017|15|50|3
C00143867|20817|2017|20|20|1
C00143867|20817|2017|20|40|2
C00143867|30309|2017|20|220|3
C00143867|30309|2017|20|240|4
C00143867|30324|2017|15|15|1
C00143867|30324|2017|15|30|2
C00143867|30269|2017|45|45|1
C00143867|30269|2017|45|90|2
C00143867|29605|2017|20|20|1
C00143867|29605|2017|20|40|2
C00143867|30309|2017|20|340|5
C00143867|30309|2017|20|440|6
C00143867|30005|2017|20|80|3
C00143867|30005|2017|20|100|4
C00143867|30092|2017|50|50|1
C00143867|30092|2017|50|100|2
C00143867|30189|2017|30|30|1
C00143867|30189|2017|30|60|2
C00143867|30064|2017|15|55|3
C00143867|30064|2017|15|70|4
C00143867|30082|2017|15|15|1
C00143867|30082|2017|15|30|2
C00143867|30307|2017|10|10|1
C00143867|30307|2017|10|20|2
C00143867|30075|2017|15|150|7
C00143867|30075|2017|15|170|8
C00143867|30328|2017|20|20|1
C00143867|30328|2017|20|40|2
C00143867|30305|2017|100|300|3
C00143867|30305|2017|100|400|4
C00143867|30041|2017|15|15|1
C00143867|30041|2017|15|30|2
C00143867|30066|2017|10|70|3
C00143867|30066|2017|10|80|4
C00143867|30101|2017|10|10|1
C00143867|30101|2017|10|20|2
C00143867|30004|2017|30|30|1
C00143867|30004|2017|30|60|2
C00143867|30041|2017|15|50|3
C00143867|30041|2017|15|70|4
C00143867|30022|2017|15|70|4
C00143867|30309|2017|20|450|7
C00143867|30040|2017|55|55|1
C00143867|30040|2017|55|110|2
C00143867|30328|2017|10|50|3
C00143867|30328|2017|10|60|4
C00143867|30290|2017|10|10|1
C00143867|30290|2017|10|20|2
C00143867|30305|2017|100|420|5
C00143867|30305|2017|20|440|6
C00143867|63011|2017|15|15|1
C00143867|63011|2017|15|30|2
C00143867|30004|2017|20|80|3
C00143867|30201|2017|25|25|1
C00143867|30201|2017|25|50|2
C00143867|30052|2017|30|30|1
C00143867|30052|2017|30|60|2
C00143867|30004|2017|20|100|4
C00143867|30306|2017|20|20|1
C00143867|30306|2017|20|40|2
C00143867|30078|2017|15|15|1
C00143867|30078|2017|15|30|2
C00143867|30281|2017|20|20|1
C00143867|30281|2017|20|40|2
C00143867|30022|2017|15|85|5
C00143867|30022|2017|15|100|6
C00143867|30068|2017|15|15|1
C00143867|30068|2017|15|30|2
C00143867|30040|2017|10|120|3
C00143867|30040|2017|10|130|4
C00143867|30189|2017|20|80|3
C00143867|30189|2017|20|100|4
C00143867|30041|2017|15|85|5
C00143867|30041|2017|15|100|6
C00143867|63146|2017|15|15|1
C00143867|63146|2017|15|30|2
C00143867|30309|2017|20|460|8
C00121319|54956|2017|1880|1880|1
C00397893|90732|2017|25|25|1
C00397893|85658|2017|30|30|1
C00397893|31328|2017|20|20|1
C00397893|92679|2017|20|20|1
C00397893|98116|2017|20|20|1
C00397893|94539|2017|20|20|1
C00397893|22101|2017|100|100|1
C00397893|90630|2017|20|20|1
C00397893|90815|2017|20|20|1
C00397893|90732|2017|25|65|2
C00434811|66061|2017|10|10|1
C00434811|91941|2017|20|20|1
C00434811|92651|2017|10|10|1
C00434811|19355|2017|10|10|1
C00434811|11743|2017|10|10|1
C00434811|43068|2017|20|20|1
C00434811|18940|2017|10|10|1
C00434811|07739|2017|20|20|1
C00434811|66207|2017|25|25|1
C00434811|64152|2017|30|30|1
C00434811|77406|2017|10|10|1
C00434811|29681|2017|10|10|1
C00434811|19446|2017|10|10|1
C00434811|33405|2017|10|10|1
C00434811|18966|2017|14|14|1
C00434811|64133|2017|14|14|1
C00434811|11563|2017|10|10|1
C00434811|70447|2017|10|10|1
C00434811|06379|2017|10|10|1
C00434811|19355|2017|10|20|2
C00434811|63017|2017|10|10|1
C00434811|33547|2017|25|25|1
C00434811|85224|2017|30|30|1
C00434811|13066|2017|20|20|1
C00434811|02828|2017|10|10|1
C00434811|38632|2017|10|10|1
C00434811|17050|2017|15|15|1
C00434811|11783|2017|14|14|1
C00434811|47630|2017|10|10|1
C00434811|76051|2017|10|10|1
C00434811|03079|2017|25|25|1
C00434811|48382|2017|10|10|1
C00434811|28443|2017|10|10|1
C00434811|35976|2017|10|10|1
C00434811|33556|2017|10|10|1
C00434811|30022|2017|30|30|1
C00434811|55416|2017|11|11|1
C00434811|11724|2017|50|50|1
C00434811|19301|2017|10|10|1
C00434811|32164|2017|20|20|1
C00434811|37934|2017|20|20|1
C00434811|46037|2017|10|10|1
C00434811|66213|2017|20|20|1
C00434811|08054|2017|10|10|1
C00434811|32141|2017|40|40|1
C00434811|95356|2017|15|15|1
C00434811|66217|2017|14|14|1
C00434811|93010|2017|10|10|1
C00434811|02356|2017|10|10|1
C00434811|32207|2017|10|10|1
C00434811|63124|2017|10|10|1
C00434811|92120|2017|10|10|1
C00434811|94515|2017|10|10|1
C00434811|25313|2017|25|25|1
C00434811|76034|2017|10|10|1
C00434811|66205|2017|10|10|1
C00434811|64155|2017|25|25|1
C00434811|20721|2017|14|14|1
C00434811|66213|2017|20|45|2
C00434811|94114|2017|14|14|1
C00434811|19355|2017|10|30|3
C00434811|08560|2017|10|10|1
C00434811|18901|2017|10|10|1
C00434811|78641|2017|25|25|1
C00434811|06488|2017|15|15|1
C00434811|92782|2017|40|40|1
C00434811|19355|2017|10|180|4
C00434811|64082|2017|100|100|1
C00434811|18444|2017|10|10|1
C00434811|28173|2017|10|10|1
C00434811|19067|2017|35|35|1
C00434811|91701|2017|10|10|1
C00434811|48182|2017|10|10|1
C00434811|19341|2017|20|20|1
C00434811|19355|2017|10|205|5
C00434811|22124|2017|25|25|1
C00434811|19087|2017|10|10|1
C00434811|01756|2017|19|19|1
C00434811|19454|2017|10|10|1
C00434811|17522|2017|10|10|1
C00434811|95366|2017|10|10|1
C00434811|19046|2017|38|38|1
C00434811|80206|2017|25|25|1
C00434811|77705|2017|10|10|1
C00434811|07626|2017|14|14|1
C00434811|19027|2017|10|10|1
C00434811|19335|2017|10|10|1
C00434811|78132|2017|10|10|1
C00434811|19425|2017|50|50|1
C00434811|01950|2017|15|15|1
C00434811|19454|2017|10|20|2
C00434811|23113|2017|10|10|1
C00434811|28032|2017|14|14|1
C00434811|64113|2017|10|10|1
C00434811|19008|2017|10|10|1
C00434811|10028|2017|25|25|1
C00434811|46055|2017|10|10|1
C00434811|73049|2017|10|10|1
C00434811|60563|2017|10|10|1
C00434811|48076|2017|25|25|1
C00434811|19425|2017|25|75|2
C00434811|19087|2017|10|35|2
C00434811|55391|2017|20|20|1
C00434811|64081|2017|20|20|1
C00434811|19087|2017|10|45|3
C00434811|19454|2017|10|40|3
C00434811|28461|2017|10|10|1
C00434811|19343|2017|10|10|1
C00434811|02360|2017|10|10|1
C00434811|92590|2017|10|10|1
C00434811|66221|2017|10|10|1
C00434811|59106|2017|10|10|1
C00434811|40383|2017|10|10|1
C00434811|07054|2017|15|15|1
C00434811|29464|2017|10|10|1
C00434811|20002|2017|50|50|1
C00434811|92660|2017|10|10|1
C00434811|98332|2017|20|20|1
C00434811|07054|2017|10|25|2
C00434811|33131|2017|20|20|1
C00434811|18925|2017|10|10|1
C00434811|66224|2017|14|14|1
C00434811|18944|2017|10|10|1
C00434811|92679|2017|10|10|1
C00434811|32174|2017|10|10|1
C00434811|18976|2017|20|20|1
C00434811|18976|2017|10|30|2
C00434811|77433|2017|10|10|1
C00434811|92624|2017|10|10|1
C00434811|23321|2017|10|10|1
C00434811|76092|2017|10|10|1
C00434811|48070|2017|10|10|1
C00434811|48324|2017|10|10|1
C00434811|37922|2017|10|10|1
C00434811|49071|2017|15|15|1
C00434811|80304|2017|10|10|1
C00434811|19010|2017|25|25|1
C00434811|18902|2017|25|25|1
C00434811|20814|2017|150|150|1
C00434811|30004|2017|10|10|1
C00434811|19073|2017|10|10|1
C00434811|93010|2017|10|20|2
C00434811|64155|2017|14|39|2
C00434811|35634|2017|14|14|1
C00434811|32081|2017|10|10|1
C00434811|95405|2017|10|10|1
C00434811|19335|2017|10|20|2
C00434811|19454|2017|10|50|4
C00434811|77429|2017|10|10|1
C00434811|07054|2017|10|35|3
C00434811|92128|2017|10|10|1
C00434811|02879|2017|10|10|1
C00434811|19335|2017|10|45|3
C00434811|19382|2017|14|14|1
C00434811|18923|2017|20|20|1
C00434811|66061|2017|10|35|2
C00434811|66209|2017|15|15|1
C00434811|19382|2017|10|24|2
C00434811|33076|2017|25|25|1
C00434811|76107|2017|14|14|1
C00434811|48446|2017|10|10|1
C00434811|63104|2017|10|10|1
C00434811|64034|2017|10|10|1
C00434811|98272|2017|15|15|1
C00434811|14450|2017|20|20|1
C00434811|02364|2017|10|10|1
C00434811|60026|2017|10|10|1
C00434811|64081|2017|10|30|2
C00434811|19454|2017|10|150|5
C00434811|23662|2017|10|10|1
C00434811|85331|2017|10|10|1
C00434811|07039|2017|20|20|1
C00434811|30809|2017|10|10|1
C00434811|66030|2017|10|10|1
C00546101|06897|2017|19|19|1
C00546101|06897|2017|19|38|2
C00546101|10036|2017|57|57|1
C00546101|20006|2017|76|76|1
C00546101|06897|2017|19|114|3
C00546101|06897|2017|19|190|4
C00546101|10036|2017|57|167|2
C00546101|10036|2017|57|277|3
C00546101|20006|2017|76|152|2
C00546101|10036|2017|60|337|4
C00546101|10036|2017|60|397|5
C00546101|10036|2017|57|435|6
C00546101|10036|2017|57|473|7
C00546101|10036|2017|57|530|8
C00546101|10036|2017|38|550|9
C00546101|10036|2017|38|570|10
C00546101|10036|2017|38|620|11
C00546101|10036|2017|38|670|12
C00546101|10007|2017|192|192|1
C00546101|10007|2017|192|384|2
C00546101|20006|2017|76|344|3
C00546101|20006|2017|76|536|4
C00546101|10007|2017|93|477|3
C00546101|20006|2017|76|728|5
C00546101|20006|2017|76|920|6
C00155440|07720|2017|244|244|1
C00034157|31829|2017|41|41|1
C00034157|75248|2017|10|10|1
C00034157|77027|2017|20|20|1
C00034157|29707|2017|10|10|1
C00034157|34239|2017|59|59|1
C00034157|08824|2017|25|25|1
C00034157|29072|2017|41|41|1
C00034157|31909|2017|10|10|1
C00034157|32571|2017|100|100|1
C00034157|31822|2017|25|25|1
C00034157|10541|2017|20|20|1
C00034157|31906|2017|25|25|1
C00034157|31820|2017|15|15|1
C00034157|29063|2017|12|12|1
C00034157|31909|2017|10|35|2
C00034157|31088|2017|25|25|1
C00034157|02852|2017|25|25|1
C00034157|02852|2017|25|50|2
C00034157|31904|2017|25|25|1
C00034157|31820|2017|15|40|2
C00034157|31820|2017|10|50|3
C00034157|31909|2017|10|60|3
C00034157|10523|2017|26|26|1
C00034157|31906|2017|25|75|2
C00034157|22308|2017|41|41|1
C00034157|31906|2017|10|85|3
C00034157|31820|2017|15|75|4
C00034157|31820|2017|12|87|5
C00034157|31907|2017|10|10|1
C00034157|29205|2017|10|10|1
C00034157|31904|2017|12|37|2
C00034157|92081|2017|10|10|1
C00034157|31820|2017|12|102|6
C00034157|31904|2017|12|62|3
C00034157|11777|2017|41|41|1
C00034157|07092|2017|25|25|1
C00034157|31906|2017|10|95|4
C00034157|10023|2017|10|10|1
C00034157|31904|2017|12|74|4
C00034157|08550|2017|17|17|1
C00034157|06906|2017|26|26|1
C00034157|31901|2017|208|208|1
C00034157|36870|2017|41|41|1
C00034157|32003|2017|75|75|1
C00034157|31808|2017|125|125|1
